<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20010724,000000,19.3900000,19.9200000,18.7300000,19.1000000,5818600
20010725,000000,19.1200000,19.2500000,18.0000000,18.4800000,7190500
20010726,000000,18.4800000,18.8000000,17.8500000,18.6000000,5921600
20010727,000000,18.7500000,19.2500000,18.5000000,18.9000000,5546400
20010730,000000,19.1200000,19.3600000,18.5100000,18.9300000,4124900
20010731,000000,19.2700000,19.4200000,18.5100000,18.7800000,3724400
20010801,000000,19.0100000,19.7800000,18.9500000,19.0600000,5022400
20010802,000000,19.6500000,19.8700000,19.2600000,19.8100000,4164400
20010803,000000,19.8900000,19.9000000,19.0000000,19.5100000,3121300
20010806,000000,19.0400000,19.6600000,19.0000000,19.1300000,1648900
20010807,000000,19.3300000,19.6700000,18.9800000,19.2500000,2715800
20010808,000000,19.2600000,19.7000000,18.5400000,18.9000000,4513400
20010809,000000,18.9600000,19.1500000,18.7200000,19.0500000,3245400
20010810,000000,19.0400000,19.3200000,18.5900000,19.0200000,3165000
20010813,000000,19.1000000,19.3300000,18.7600000,19.0900000,2467500
20010814,000000,19.2000000,19.3600000,18.6700000,18.7400000,3857700
20010815,000000,18.7600000,18.9400000,18.2000000,18.4200000,4261300
20010816,000000,18.2700000,18.7500000,17.9700000,18.6500000,4745500
20010817,000000,18.0000000,18.4500000,17.9900000,18.0700000,3238600
20010820,000000,18.1400000,18.2000000,17.8100000,18.1300000,4116500
20010821,000000,18.1400000,18.1400000,17.7000000,17.9300000,2866700
20010822,000000,17.9400000,18.2500000,17.6100000,18.2200000,2656800
20010823,000000,18.2000000,18.3400000,17.5800000,17.8100000,2914200
20010824,000000,18.0000000,18.6200000,17.6500000,18.5700000,4114300
20010827,000000,18.6000000,19.3000000,18.1600000,18.9100000,2733700
20010828,000000,18.9000000,19.1400000,18.4000000,18.4000000,2540000
20010829,000000,18.4400000,18.8300000,17.8300000,17.8300000,3585500
20010830,000000,17.7400000,18.1800000,17.2800000,17.8300000,5235200
20010831,000000,17.7300000,18.6000000,17.6500000,18.4900000,3347300
20010904,000000,18.5000000,19.0800000,18.1800000,18.2700000,5273200
20010905,000000,18.2400000,18.9500000,18.1200000,18.5500000,5839300
20010906,000000,18.4000000,18.9300000,17.6500000,17.7200000,4207100
20010907,000000,17.5000000,18.1000000,17.2000000,17.2800000,3819300
20010910,000000,17.0000000,17.4900000,16.9200000,17.3700000,4726300
20010917,000000,16.0000000,17.0700000,15.7500000,17.0000000,6885700
20010918,000000,16.9000000,17.7210000,16.1700000,16.2800000,5115700
20010919,000000,16.5000000,17.0800000,15.6000000,17.0500000,5965600
20010920,000000,16.2900000,16.9500000,15.5000000,15.6800000,5750500
20010921,000000,15.0000000,16.2500000,14.6800000,15.7300000,7857300
20010924,000000,16.1100000,16.8440000,15.9500000,16.4400000,4853100
20010925,000000,16.1400000,16.2200000,15.3500000,15.5500000,5766900
20010926,000000,15.8100000,15.8700000,14.9300000,15.1500000,7385000
20010927,000000,15.2500000,15.7500000,15.2000000,15.5000000,5018300
20010928,000000,15.7100000,15.9000000,15.3900000,15.5000000,4616800
20011001,000000,15.4900000,15.9400000,15.2300000,15.5300000,3072300
20011002,000000,15.4300000,15.8300000,14.9400000,15.0500000,3616700
20011003,000000,14.9500000,15.3600000,14.8300000,14.9800000,10857100
20011004,000000,15.3500000,16.2500000,14.9990000,15.8800000,6459500
20011005,000000,15.4000000,16.1500000,14.9900000,16.1400000,5554000
20011008,000000,15.5700000,16.3300000,15.5000000,16.2200000,3169200
20011009,000000,16.0500000,16.2000000,15.6300000,16.0100000,2866000
20011010,000000,16.1000000,16.8500000,15.9500000,16.8200000,5144000
20011011,000000,16.9200000,17.7400000,16.8500000,17.7400000,5559100
20011012,000000,17.3100000,18.0800000,16.8600000,18.0200000,4800300
20011015,000000,17.9400000,18.3500000,17.5500000,18.0000000,5092000
20011016,000000,18.0900000,18.2000000,17.7700000,17.9900000,3068400
20011017,000000,18.3400000,18.4100000,16.9600000,16.9800000,4364600
20011018,000000,17.2900000,18.2300000,17.2900000,18.0000000,10291200
20011019,000000,17.9400000,18.4000000,17.8800000,18.2900000,2689800
20011022,000000,18.2100000,19.0700000,18.0900000,19.0100000,6352700
20011023,000000,19.1200000,19.4000000,17.8700000,18.1400000,10765700
20011024,000000,18.0600000,19.0900000,17.7500000,18.9500000,6441900
20011025,000000,18.4400000,19.2500000,18.1600000,19.0800000,4232900
20011026,000000,18.8600000,19.2500000,18.6200000,18.6800000,4388500
20011029,000000,18.5700000,18.6700000,17.5500000,17.6200000,3804800
20011030,000000,17.3800000,17.9900000,17.0900000,17.6000000,4621400
20011031,000000,17.7300000,18.4000000,17.4400000,17.5600000,4581300
20011101,000000,17.6500000,18.7800000,17.2500000,18.6000000,5160900
20011102,000000,18.5200000,18.8600000,18.1600000,18.5800000,3324600
20011105,000000,18.8400000,19.2500000,18.6100000,19.1700000,3654600
20011106,000000,18.9600000,19.6200000,18.5300000,19.5700000,5487700
20011107,000000,19.4600000,20.1300000,19.3310000,19.5900000,6159900
20011108,000000,19.6300000,19.8960000,18.5700000,18.7000000,5828400
20011109,000000,18.6000000,19.2500000,18.5500000,18.7100000,2299400
20011112,000000,18.6600000,19.1700000,17.9600000,18.7300000,3489700
20011113,000000,19.0800000,19.3900000,18.7100000,19.3600000,3021900
20011114,000000,19.5900000,19.9000000,19.1500000,19.6100000,3769800
20011115,000000,19.4500000,19.9000000,19.2300000,19.4600000,3559200
20011116,000000,19.2790000,19.2900000,18.4000000,18.9600000,3706100
20011119,000000,19.0000000,20.0500000,18.9600000,20.0000000,5069000
20011120,000000,19.8200000,20.2000000,19.5000000,19.5400000,3971800
20011121,000000,19.6100000,19.8000000,19.2600000,19.6800000,3357300
20011123,000000,19.7100000,19.9500000,19.5700000,19.8400000,1025400
20011126,000000,19.9400000,21.5500000,19.8800000,21.3700000,7259200
20011127,000000,21.2000000,21.5200000,20.5098000,21.0000000,4487600
20011128,000000,20.8500000,21.2100000,20.4100000,20.5300000,4228700
20011129,000000,20.6000000,20.7000000,20.1900000,20.3800000,3302200
20011130,000000,20.4700000,21.4400000,20.2500000,21.3000000,4899000
20011203,000000,21.0600000,21.2800000,20.6000000,21.0600000,3051700
20011204,000000,21.0500000,22.5600000,20.7200000,22.4100000,6410000
20011205,000000,22.3600000,24.0000000,22.1700000,23.7500000,9053700
20011206,000000,23.4800000,23.5000000,22.1400000,22.7900000,5776800
20011207,000000,22.4600000,22.7100000,22.0000000,22.5400000,3112000
20011210,000000,22.2900000,22.9900000,22.2300000,22.5400000,2712800
20011211,000000,22.6700000,22.8500000,21.6600000,21.7800000,3430500
20011212,000000,21.8700000,21.9200000,21.2500000,21.4800000,3003900
20011213,000000,21.4900000,21.5500000,20.5000000,20.9900000,2950300
20011214,000000,20.7300000,20.8390000,20.0900000,20.3900000,2870200
20011217,000000,20.4000000,21.0000000,20.1900000,20.7000000,2839200
20011218,000000,20.8900000,21.3300000,20.2200000,21.0100000,3867800
20011219,000000,20.5800000,21.6800000,20.4700000,21.5800000,4894900
20011220,000000,21.4000000,21.4700000,20.6200000,20.6700000,3652100
20011221,000000,21.0100000,21.5400000,20.8000000,21.0000000,2685500
20011224,000000,20.9000000,21.4500000,20.9000000,21.3600000,858000
20011226,000000,21.3500000,22.1090000,21.1410000,21.5500000,2496900
20011227,000000,21.5800000,22.2500000,21.5800000,22.0700000,3121400
20011228,000000,21.9700000,23.0000000,21.9600000,22.4200000,4739500
20011231,000000,22.5100000,22.6600000,21.8300000,21.9000000,2183800
20020102,000000,22.0500000,23.3000000,21.9600000,23.2500000,8054300
20020103,000000,23.0000000,23.7500000,22.7700000,23.5500000,10494600
20020104,000000,23.3400000,23.9500000,22.9900000,23.6900000,6732600
20020107,000000,23.7200000,24.0000000,22.7500000,22.9100000,7477900
20020108,000000,22.7500000,23.0500000,22.4600000,22.6400000,7162700
20020109,000000,22.8000000,22.9300000,21.2800000,21.6600000,5183200
20020110,000000,21.2200000,21.4690000,20.2590000,21.2300000,7595400
20020111,000000,21.3900000,21.8400000,20.6000000,21.0600000,5934700
20020114,000000,21.0100000,21.4000000,20.9000000,21.1600000,6657000
20020115,000000,21.3200000,21.7600000,21.2100000,21.6800000,4661500
20020116,000000,21.4100000,21.4100000,20.5000000,20.7800000,8347800
20020117,000000,21.9670000,22.7400000,21.8700000,22.4800000,10890100
20020118,000000,22.0000000,22.6000000,21.9600000,22.1700000,5473800
20020122,000000,22.2700000,22.3700000,21.8200000,21.8200000,5549000
20020123,000000,21.8000000,23.0400000,21.5900000,23.0000000,7335500
20020124,000000,22.9100000,23.5100000,22.9000000,23.2200000,4508800
20020125,000000,22.8900000,23.4200000,22.6600000,23.3000000,2955800
20020128,000000,23.4000000,23.5500000,22.7200000,23.2900000,3070400
20020129,000000,23.2200000,23.5400000,22.8500000,23.0700000,3893900
20020130,000000,23.0700000,24.1400000,22.9400000,24.1400000,7740900
20020131,000000,24.1600000,24.7200000,24.1100000,24.7100000,7269200
20020201,000000,24.3400000,24.9600000,24.3400000,24.5000000,6913100
20020204,000000,24.3200000,25.5110000,24.2000000,25.3400000,8399200
20020205,000000,25.0900000,25.9500000,25.0800000,25.4600000,7386700
20020206,000000,25.6050000,25.9800000,24.2500000,24.6900000,9472800
20020207,000000,24.6500000,25.2900000,24.2800000,24.2800000,5643100
20020208,000000,24.4050000,24.6400000,23.3700000,24.0200000,5556200
20020211,000000,23.9300000,25.0000000,23.7400000,24.9800000,6823000
20020212,000000,24.6600000,25.0400000,24.4500000,24.7200000,3328100
20020213,000000,24.7300000,25.1500000,24.6500000,25.0100000,4927700
20020214,000000,25.0500000,25.2300000,24.3800000,24.6100000,4093100
20020215,000000,24.5300000,24.9800000,23.8500000,23.9190000,4061400
20020219,000000,23.7600000,23.9000000,22.4800000,22.6200000,6496500
20020220,000000,22.7700000,23.2000000,22.3500000,23.1400000,4736900
20020221,000000,22.9200000,23.0000000,21.4500000,21.4500000,7204400
20020222,000000,21.6600000,22.9500000,21.5000000,22.7400000,6708800
20020225,000000,22.8500000,24.7200000,22.3600000,23.8100000,6749900
20020226,000000,23.9100000,24.3700000,23.2500000,23.6600000,4431100
20020227,000000,23.9400000,24.2500000,20.9400000,21.9800000,16781300
20020228,000000,22.1500000,22.5900000,21.3500000,21.7000000,7368300
20020301,000000,21.9300000,23.5000000,21.8200000,23.4600000,5691500
20020304,000000,23.2600000,24.5400000,22.7600000,24.3100000,5413200
20020305,000000,24.1500000,24.4300000,23.4000000,23.5300000,4392400
20020306,000000,23.4800000,24.3400000,22.9300000,24.0700000,3703700
20020307,000000,24.0600000,24.5300000,23.6100000,24.3800000,4228300
20020308,000000,24.7400000,25.0900000,24.3000000,24.6400000,4234600
20020311,000000,24.6000000,25.1400000,24.1000000,25.0500000,4040000
20020312,000000,24.5100000,24.7400000,24.1000000,24.7400000,3911000
20020313,000000,24.3700000,24.8510000,24.1500000,24.5000000,3278000
20020314,000000,24.3000000,24.6000000,23.8790000,24.4300000,3470000
20020315,000000,24.4600000,24.9500000,24.2500000,24.9500000,3297400
20020318,000000,24.9500000,25.0500000,24.3200000,24.7300000,4189800
20020319,000000,24.6900000,25.2500000,24.4600000,24.8000000,3677000
20020320,000000,24.6600000,25.1400000,24.5000000,24.9200000,4841400
20020321,000000,23.8600000,24.2900000,23.2600000,24.2800000,9750300
20020322,000000,24.2200000,24.5600000,23.8700000,24.0900000,3241600
20020325,000000,24.0700000,24.0900000,23.2400000,23.3400000,4189400
20020326,000000,23.2000000,23.6400000,23.0000000,23.4500000,4202000
20020327,000000,23.3500000,23.7200000,23.2600000,23.4800000,2136500
20020328,000000,23.7000000,23.8800000,23.4600000,23.6700000,1713300
20020401,000000,23.3800000,24.7020000,23.2800000,24.4600000,3247200
20020402,000000,24.0000000,24.3000000,23.8700000,24.0800000,3250100
20020403,000000,24.0500000,24.4900000,23.6000000,23.7400000,3295200
20020404,000000,23.6700000,25.0500000,23.6700000,24.9500000,5310600
20020405,000000,24.9500000,25.1900000,24.1000000,24.7000000,4111500
20020408,000000,24.1600000,24.6800000,23.7800000,24.5700000,4092700
20020409,000000,24.5900000,25.0000000,24.0100000,24.1300000,3136600
20020410,000000,24.2100000,24.9500000,24.0100000,24.6800000,3737300
20020411,000000,25.0300000,25.2010000,24.7500000,24.9000000,6397800
20020412,000000,25.0100000,25.1700000,24.5700000,25.0500000,5089300
20020415,000000,25.0600000,25.1500000,24.8000000,24.9800000,4360500
20020416,000000,25.1500000,25.9990000,25.1200000,25.7100000,9544800
20020417,000000,25.9300000,26.1700000,25.3800000,26.1000000,5761500
20020418,000000,25.5000000,25.5200000,24.8800000,25.4200000,5884300
20020419,000000,25.4300000,25.4900000,24.9300000,24.9800000,5877100
20020422,000000,24.8400000,24.9300000,24.2300000,24.5300000,3907500
20020423,000000,24.5400000,24.7800000,24.0900000,24.2200000,3874600
20020424,000000,24.3000000,24.5000000,23.6800000,23.7700000,2310600
20020425,000000,23.5600000,24.3400000,23.5500000,24.1200000,3186800
20020426,000000,24.2800000,24.3700000,23.0000000,23.0000000,4634900
20020429,000000,23.1600000,24.0600000,23.0900000,23.9600000,4317000
20020430,000000,23.8900000,24.3800000,23.7500000,24.2600000,4584900
20020501,000000,24.2900000,24.2900000,23.3600000,23.9800000,3652800
20020502,000000,23.8100000,24.3400000,23.6000000,23.6700000,3893500
20020503,000000,23.5700000,24.0200000,23.4300000,23.5100000,3787500
20020506,000000,23.3500000,23.5000000,22.4600000,22.6600000,4124700
20020507,000000,22.9400000,22.9500000,22.1400000,22.4800000,4115600
20020508,000000,23.2000000,24.5200000,23.0400000,24.3600000,6920900
20020509,000000,24.2500000,24.3500000,23.8000000,24.1900000,3781100
20020510,000000,24.2080000,24.2200000,22.9800000,23.3200000,4003500
20020513,000000,23.5200000,24.0900000,22.9400000,23.9300000,4143000
20020514,000000,24.4500000,25.6800000,24.2200000,25.6000000,8505500
20020515,000000,25.3700000,25.9800000,24.8400000,25.2800000,5645800
20020516,000000,25.0600000,25.4500000,24.7500000,25.2300000,3712500
20020517,000000,25.4900000,25.7800000,24.6100000,25.0100000,3828800
20020520,000000,24.5700000,24.9300000,24.5300000,24.7300000,4672200
20020521,000000,24.8300000,25.0000000,23.4000000,23.4400000,4392800
20020522,000000,23.3700000,24.3700000,23.3200000,24.3200000,4903400
20020523,000000,24.4500000,25.2400000,24.0700000,25.1700000,6082600
20020524,000000,24.9900000,24.9900000,23.9600000,24.1300000,2795400
20020528,000000,23.6900000,24.2000000,23.4300000,23.9900000,2531700
20020529,000000,23.9200000,24.4400000,23.4500000,24.0500000,3709800
20020530,000000,23.7700000,24.3800000,23.5100000,24.2000000,3387800
20020531,000000,24.0900000,24.2500000,23.2800000,23.3200000,5905100
20020603,000000,23.3900000,23.4500000,22.5800000,22.9000000,3703800
20020604,000000,22.8800000,23.0400000,22.1800000,22.7800000,5415200
20020605,000000,22.8300000,22.8900000,22.3500000,22.7300000,4316700
20020606,000000,22.9600000,23.2300000,22.0400000,22.1200000,3819800
20020607,000000,21.7600000,21.9400000,20.9300000,21.3900000,9559500
20020610,000000,21.4800000,21.8400000,21.3400000,21.5000000,4315800
20020611,000000,21.6400000,21.7000000,20.4100000,20.4110000,5637800
20020612,000000,20.4100000,20.7520000,19.9400000,20.0900000,8587100
20020613,000000,20.0200000,20.0500000,19.3800000,19.5300000,5841700
20020614,000000,19.2400000,20.3600000,18.1100000,20.1000000,6894600
20020617,000000,20.2400000,20.6300000,19.8500000,20.5300000,5250600
20020618,000000,20.4200000,20.5900000,19.9800000,20.1600000,5290000
20020619,000000,17.3700000,17.6000000,16.8800000,17.1100000,27548000
20020620,000000,17.1700000,17.6000000,16.8500000,17.1200000,6192800
20020621,000000,16.9700000,17.4900000,16.7900000,16.9200000,5635000
20020624,000000,16.7700000,17.7300000,16.7000000,17.2500000,6101600
20020625,000000,17.4000000,17.6800000,16.8600000,17.1500000,4330600
20020626,000000,16.8000000,17.2900000,15.9800000,16.5600000,7479200
20020627,000000,16.7900000,17.2700000,16.4200000,17.0600000,3611700
20020628,000000,17.1000000,17.8200000,17.0100000,17.7100000,3782700
20020701,000000,17.7100000,17.8800000,17.0500000,17.0700000,3317200
20020702,000000,17.0300000,17.1620000,16.8300000,16.9400000,4927300
20020703,000000,16.8100000,17.6800000,16.7500000,17.5600000,3301200
20020705,000000,17.7100000,18.7500000,17.7100000,18.7400000,2703900
20020708,000000,18.5200000,18.6100000,17.6800000,17.9800000,3318300
20020709,000000,18.0800000,18.2900000,17.4600000,17.5200000,3668000
20020710,000000,17.7100000,18.1700000,17.2500000,17.3900000,3378200
20020711,000000,17.2600000,18.3500000,16.9700000,18.2800000,4658100
20020712,000000,18.5500000,18.7900000,17.2600000,17.5000000,7320000
20020715,000000,17.4300000,18.3100000,16.8100000,18.2310000,4556600
20020716,000000,18.1500000,18.5700000,17.6100000,17.8500000,6693900
20020717,000000,16.1300000,16.1800000,15.1900000,15.6400000,19592200
20020718,000000,15.5000000,15.5600000,14.7500000,14.9810000,8664300
20020719,000000,14.7000000,15.1700000,14.5300000,14.9600000,6349800
20020722,000000,14.7500000,15.1900000,14.6100000,14.9300000,7381718
20020723,000000,14.9000000,15.1300000,14.4600000,14.4600000,6612960
20020724,000000,14.3300000,15.2200000,14.2500000,15.1700000,6480477
20020725,000000,14.9300000,14.9500000,14.0100000,14.3600000,8202436
20020726,000000,14.4600000,14.5300000,13.8000000,14.3900000,3380693
20020729,000000,14.4800000,14.9900000,14.3700000,14.9900000,4460030
20020730,000000,14.8500000,15.5100000,14.5600000,15.4900000,5790021
20020731,000000,15.4000000,15.4100000,14.9000000,15.2600000,4953566
